signal_label	target_label	source_label	integration	background_mean	background_left_limit	background_right_limit	central_bin	bin_size	reference_point_coverage	reference_point_relative	central_coverage	central_coverage_bin_min	central_coverage_bin_max	average_coverage	average_coverage_bin_min	average_coverage_bin_max	peak_length	peak_relative
MAYA_119_BL	theRest_genes_GrepFile_rand1	random_dataset	0.1057	1.1709423592085295	50	750	400	10	1.1193138500635325	0.967776585920691	1.1349537121074604	397	403	1.125804016764968	300	500	0.05162850914499706	0.032223414079308954
