bin	coverage	relative	background.mean
1	0.2913508013228186	0.9636664910599104	0.30233571886718796
2	0.2824726532688883	0.9343012936985284	0.30233571886718796
3	0.2751971508522005	0.9102369772361926	0.30233571886718796
4	0.28046298651742557	0.927654157333058	0.30233571886718796
5	0.28906130755532944	0.9560938040612734	0.30233571886718796
6	0.29157975069956754	0.9644237597597742	0.30233571886718796
7	0.3005596540320529	0.9941255209877625	0.30233571886718796
8	0.3026710760620707	1.001109221219839	0.30233571886718796
9	0.29987280590180615	0.9918537148881713	0.30233571886718796
10	0.2944543373187484	0.9739316889913966	0.30233571886718796
11	0.2964640040702111	0.9805788253568669	0.30233571886718796
12	0.2978885779699822	0.9852907194893523	0.30233571886718796
13	0.2955227677435767	0.9774656095907607	0.30233571886718796
14	0.2972017298397354	0.9830189133897611	0.30233571886718796
15	0.2996947341643348	0.9912647281216106	0.30233571886718796
16	0.3022131773085729	0.9995946838201115	0.30233571886718796
17	0.3052149580259476	1.0095233178849914	0.30233571886718796
18	0.3058763673365556	1.0117109830179312	0.30233571886718796
19	0.30961587382345457	1.0240797051157051	0.30233571886718796
20	0.30933604680742816	1.0231541544825384	0.30233571886718796
21	0.2991859577715594	0.98958190878858	0.30233571886718796
22	0.2939709997456118	0.9723330106250175	0.30233571886718796
23	0.30012719409819383	0.9926951245546864	0.30233571886718796
24	0.2946324090562198	0.9745206757579572	0.30233571886718796
25	0.2949631137115238	0.9756145083244271	0.30233571886718796
26	0.29783770033070467	0.9851224375560493	0.30233571886718796
27	0.29338590689392013	0.9703977683920325	0.30233571886718796
28	0.30208598321037905	0.999173978986854	0.30233571886718796
29	0.30290002543881966	1.0018664899197027	0.30233571886718796
30	0.29938946832866953	0.9902550365217923	0.30233571886718796
31	0.299669295344696	0.991180587154959	0.30233571886718796
32	0.2961587382345459	0.9795691337570487	0.30233571886718796
33	0.29181078331637844	0.9651879189457168	0.30233571886718796
34	0.29280264496439473	0.9684685820831478	0.30233571886718796
35	0.29982197355035606	0.9916855827480439	0.30233571886718796
36	0.30091556459816887	0.9953027241559805	0.30233571886718796
37	0.3031027466937945	1.002537006971854	0.30233571886718796
38	0.30775686673448627	1.0179308878474915	0.30233571886718796
39	0.30462868769074264	1.0075841810294401	0.30233571886718796
40	0.2983214649033571	0.9867225282580843	0.30233571886718796
41	0.2940233977619532	0.9725063213292165	0.30233571886718796
42	0.29183621566632756	0.9652720385133432	0.30233571886718796
43	0.29483723296032555	0.9751981474932626	0.30233571886718796
44	0.29643947100712104	0.9804976802537279	0.30233571886718796
45	0.29542217700915563	0.9771328975486705	0.30233571886718796
46	0.30358596134282806	1.0041352787567561	0.30233571886718796
47	0.30974059003051885	1.0244922141223536	0.30233571886718796
48	0.31386063072227877	1.0381195840778361	0.30233571886718796
49	0.3139877924720244	1.0385401819159683	0.30233571886718796
50	0.3082400813835198	1.0195291596323939	0.30233571886718796
51	0.30747711088504576	1.0170055726036007	0.30233571886718796
52	0.31075788402848425	1.027856996827411	0.30233571886718796
53	0.3130722278738555	1.0355118774814165	0.30233571886718796
54	0.31818413021363173	1.05241991057433	0.30233571886718796
55	0.3260935910478128	1.0785810961061513	0.30233571886718796
56	0.3279755849440488	1.0848059441105076	0.30233571886718796
57	0.3219735503560529	1.064953726150669	0.30233571886718796
58	0.31742115971515766	1.049896323545537	0.30233571886718796
59	0.31759918616480165	1.050485160518922	0.30233571886718796
60	0.32505086469989825	1.0751321938334675	0.30233571886718796
61	0.3295269582909461	1.0899372377357202	0.30233571886718796
62	0.3316887080366226	1.097087400983967	0.30233571886718796
63	0.33115462868769074	1.095320890063812	0.30233571886718796
64	0.3376144455747711	1.1166872602409263	0.30233571886718796
65	0.3384791454730417	1.1195473255402253	0.30233571886718796
66	0.33995422177009155	1.1244262604625586	0.30233571886718796
67	0.33718209562563584	1.115257227591277	0.30233571886718796
68	0.33608850457782297	1.1116400861833402	0.30233571886718796
69	0.33626653102746695	1.1122289231567255	0.30233571886718796
70	0.33413021363173956	1.1051628794761048	0.30233571886718796
71	0.3276958290946083	1.0838806288666167	0.30233571886718796
72	0.3247202441505595	1.0740386394543238	0.30233571886718796
73	0.3190233977619532	1.0551958563060024	0.30233571886718796
74	0.31070701932858596	1.027688757692158	0.30233571886718796
75	0.30747711088504576	1.0170055726036007	0.30233571886718796
76	0.301322482197355	0.9966486372380035	0.30233571886718796
77	0.2955493387589013	0.9775534953868028	0.30233571886718796
78	0.29371820956256356	0.9714968865176994	0.30233571886718796
79	0.29280264496439473	0.9684685820831478	0.30233571886718796
80	0.2926500508646999	0.9679638646773893	0.30233571886718796
81	0.2824262461851475	0.9341477984915622	0.30233571886718796
82	0.27886571719226855	0.9223710590238613	0.30233571886718796
83	0.27711088504577824	0.9165668088576373	0.30233571886718796
84	0.28519837232960327	0.9433168313628437	0.30233571886718796
85	0.2874618514750763	0.9508034728815964	0.30233571886718796
86	0.2875127161749746	0.9509717120168494	0.30233571886718796
87	0.28028992878942016	0.9270817548109417	0.30233571886718796
88	0.2903865717192269	0.9604772231586365	0.30233571886718796
89	0.29053916581892164	0.9609819405643949	0.30233571886718796
90	0.29323499491353	0.9698986147327971	0.30233571886718796
91	0.295676500508647	0.977974093224935	0.30233571886718796
92	0.29473684210526313	0.9748660965684213	0.30233571886718796
93	0.28812611238240526	0.953000569902808	0.30233571886718796
94	0.28339689804220697	0.9373583085189462	0.30233571886718796
95	0.2782608695652174	0.9203704762633543	0.30233571886718796
96	0.2766844647851513	0.9151563891354004	0.30233571886718796
97	0.2755403000254259	0.9113719710586596	0.30233571886718796
98	0.26671751843376557	0.8821899027780141	0.30233571886718796
99	0.26450546656496315	0.8748733611629821	0.30233571886718796
100	0.27134502923976606	0.8974957714439434	0.30233571886718796
101	0.2680650902618866	0.8866471062906198	0.30233571886718796
102	0.26493770658530386	0.8763030302141952	0.30233571886718796
103	0.2699720315280956	0.8929544697518547	0.30233571886718796
104	0.2740401728960081	0.9064101784691551	0.30233571886718796
105	0.274930078820239	0.9093536147510646	0.30233571886718796
106	0.2723620645817442	0.9008596986232686	0.30233571886718796
107	0.26905669972031526	0.8899269352904619	0.30233571886718796
108	0.26824307144673276	0.8872357935470018	0.30233571886718796
109	0.27180269514365624	0.8990095386746397	0.30233571886718796
110	0.2786422578184592	0.9216319489556013	0.30233571886718796
111	0.28492245105517416	0.942404199287934	0.30233571886718796
112	0.2797864225781846	0.925416367032342	0.30233571886718796
113	0.28263412153572337	0.9348353631344524	0.30233571886718796
114	0.28868548182049325	0.9548507298514368	0.30233571886718796
115	0.2949148232901093	0.9754547838248032	0.30233571886718796
116	0.2927536231884058	0.9683064385687374	0.30233571886718796
117	0.2967709127892194	0.9815939509270716	0.30233571886718796
118	0.30101703534197816	0.9956383469007541	0.30233571886718796
119	0.30460208492245106	1.0074961902078752	0.30233571886718796
120	0.30846681922196795	1.0202791134893106	0.30233571886718796
121	0.3114924993643529	1.0302867968478029	0.30233571886718796
122	0.3124332570556827	1.0333984294886787	0.30233571886718796
123	0.30691584032545133	1.0151491245408397	0.30233571886718796
124	0.2979913551995932	0.9856306635422618	0.30233571886718796
125	0.30856852275616575	1.020615506207243	0.30233571886718796
126	0.3142130689041444	1.0392853020524975	0.30233571886718796
127	0.32112890922959575	1.0621600068719084	0.30233571886718796
128	0.32056953979150776	1.0603098469232797	0.30233571886718796
129	0.32623951182303584	1.079063740948017	0.30233571886718796
130	0.32463768115942027	1.07376555564058	0.30233571886718796
131	0.3161708619374523	1.0457608618726983	0.30233571886718796
132	0.3167556572590898	1.0476951200008104	0.30233571886718796
133	0.31927281973048566	1.05602083976964	0.30233571886718796
134	0.31027205695397914	1.0262500842326125	0.30233571886718796
135	0.30816170861937453	1.019269935335513	0.30233571886718796
136	0.30727180269514365	1.0163264990536036	0.30233571886718796
137	0.3142893465547928	1.039537596590947	0.30233571886718796
138	0.32374777523518944	1.0708221193586707	0.30233571886718796
139	0.32344266463259597	1.069812941204873	0.30233571886718796
140	0.3142130689041444	1.0392853020524975	0.30233571886718796
141	0.3045766590389016	1.0074120920283918	0.30233571886718796
142	0.30226290363590136	0.9997591576954273	0.30233571886718796
143	0.30401728960081364	1.0055619320797633	0.30233571886718796
144	0.3013729977116705	0.9968157214135178	0.30233571886718796
145	0.2950165268243071	0.9757911765427357	0.30233571886718796
146	0.2991355199593186	0.9894150816190025	0.30233571886718796
147	0.29969488939740657	0.9912652415676314	0.30233571886718796
148	0.3023900330536486	1.000179648592843	0.30233571886718796
149	0.30922959572845155	1.0228020588738043	0.30233571886718796
150	0.30663615560640733	1.0142240445665254	0.30233571886718796
151	0.2979150775489448	0.9853783690038124	0.30233571886718796
152	0.2979913551995932	0.9856306635422618	0.30233571886718796
153	0.3006102212051869	0.994292776029024	0.30233571886718796
154	0.2950928044749555	0.9760434710811852	0.30233571886718796
155	0.2881769641495042	0.9531687662617744	0.30233571886718796
156	0.29168573607932874	0.964774315030446	0.30233571886718796
157	0.2966692092550216	0.9812575582091391	0.30233571886718796
158	0.3033307907449784	1.0032912812337187	0.30233571886718796
159	0.30134757182812105	0.9967316232340347	0.30233571886718796
160	0.3112890922959573	1.0296140114119379	0.30233571886718796
161	0.3166285278413425	1.0472746291033947	0.30233571886718796
162	0.31189931350114414	1.0316323677195327	0.30233571886718796
163	0.3029494024917366	1.0020298085414716	0.30233571886718796
164	0.30399186371726417	1.00547783390028	0.30233571886718796
165	0.30600050851767097	1.0121215900794471	0.30233571886718796
166	0.30846681922196795	1.0202791134893106	0.30233571886718796
167	0.3159928807526062	1.0451721746163165	0.30233571886718796
168	0.3167556572590898	1.0476951200008104	0.30233571886718796
169	0.32003559623696926	1.058543785154134	0.30233571886718796
170	0.3289855072463768	1.088146344332195	0.30233571886718796
171	0.32852784134248664	1.0866325771014986	0.30233571886718796
172	0.32555301296720063	1.0767930901019727	0.30233571886718796
173	0.3210272056953979	1.0618236141539759	0.30233571886718796
174	0.3185863208746504	1.0537501889235956	0.30233571886718796
175	0.3251207729468599	1.0753634210507597	0.30233571886718796
176	0.32598525298754133	1.0782227591531859	0.30233571886718796
177	0.335952199338927	1.111189245510572	0.30233571886718796
178	0.3385202135774218	1.119683161638368	0.30233571886718796
179	0.34024917365878465	1.1254018378432207	0.30233571886718796
180	0.3337401474701246	1.10387270389554	0.30233571886718796
181	0.3325959827103992	1.1000882858187992	0.30233571886718796
182	0.32496821764556316	1.0748588319738606	0.30233571886718796
183	0.3334096109839817	1.1027794275622593	0.30233571886718796
184	0.3355199593185863	1.1097595764593589	0.30233571886718796
185	0.3301296720061022	1.0919307624089358	0.30233571886718796
186	0.3212051868802441	1.0624123014103577	0.30233571886718796
187	0.31965420798372746	1.057282312461887	0.30233571886718796
188	0.3126620900076278	1.0341553131040269	0.30233571886718796
189	0.3176709890668701	1.050722654462203	0.30233571886718796
190	0.313628273582507	1.0373510439243856	0.30233571886718796
191	0.3172387490465294	1.0492929854109898	0.30233571886718796
192	0.3137554030002543	1.0377715348218013	0.30233571886718796
193	0.3133994406305619	1.0365941603090374	0.30233571886718796
194	0.30709382151029746	1.0157378117972216	0.30233571886718796
195	0.30396643783371474	1.005393735720797	0.30233571886718796
196	0.2989066870073735	0.9886581980036544	0.30233571886718796
197	0.2923213831680651	0.9668767695175242	0.30233571886718796
198	0.28825324180015255	0.9534210608002237	0.30233571886718796
199	0.2808543096872616	0.9289484905706333	0.30233571886718796
200	0.2815408085430969	0.9312191414166778	0.30233571886718796
201	0.2796084413933384	0.92482767977596	0.30233571886718796
202	0.2889905924230867	0.9558599080052345	0.30233571886718796
203	0.29125349605898804	0.9633446459792327	0.30233571886718796
204	0.28532926519196544	0.943749770159664	0.30233571886718796
205	0.28504958047292145	0.9428246901853496	0.30233571886718796
206	0.2781591660310196	0.9200340835454218	0.30233571886718796
207	0.2783879989829647	0.92079096716077	0.30233571886718796
208	0.275489448258327	0.9112037746996935	0.30233571886718796
209	0.2799135519959319	0.9258368579297577	0.30233571886718796
210	0.2886092041698449	0.9545984353129876	0.30233571886718796
211	0.29997457411645057	0.9921903215419459	0.30233571886718796
212	0.30355871886120994	1.0040451720312915	0.30233571886718796
213	0.2947890188103711	0.9750386752677013	0.30233571886718796
214	0.2929079816980173	0.9688169919039168	0.30233571886718796
215	0.29229791560752416	0.9667991486507974	0.30233571886718796
216	0.29433146924250125	0.9735252928278617	0.30233571886718796
217	0.30231316725978646	0.9999254087228396	0.30233571886718796
218	0.304753431621759	1.0079967817353168	0.30233571886718796
219	0.30838840874428064	1.0200197644518196	0.30233571886718796
220	0.3138027452974072	1.0379281233232536	0.30233571886718796
221	0.3238942552109812	1.0713066138019358	0.30233571886718796
222	0.321377732587697	1.0629830103828186	0.30233571886718796
223	0.3285968479918658	1.0868608222113973	0.30233571886718796
224	0.3353329944077275	1.1091411747979232	0.30233571886718796
225	0.3271733604473818	1.0821525212874523	0.30233571886718796
226	0.3251652262328419	1.075510453912601	0.30233571886718796
227	0.32422470767666495	1.0723996122307087	0.30233571886718796
228	0.33307066598881546	1.1016583394009392	0.30233571886718796
229	0.33307066598881546	1.1016583394009392	0.30233571886718796
230	0.3302236908998475	1.0922417375530489	0.30233571886718796
231	0.3310371123538383	1.0949321952238746	0.30233571886718796
232	0.3294356888662939	1.0896353566844366	0.30233571886718796
233	0.32112353838332486	1.0621422423606857	0.30233571886718796
234	0.31637010676156585	1.0464198803467974	0.30233571886718796
235	0.31873411286222675	1.0542390229526348	0.30233571886718796
236	0.3138027452974072	1.0379281233232536	0.30233571886718796
237	0.3055922724961871	1.010771316208356	0.30233571886718796
238	0.3005338078291815	0.9940400325679083	0.30233571886718796
239	0.2990849008642603	0.98924765484175	0.30233571886718796
240	0.29389933909506866	0.9720959871902357	0.30233571886718796
241	0.2976614133197763	0.9845393539178048	0.30233571886718796
242	0.3033045246568378	1.0032044040091586	0.30233571886718796
243	0.3093543467208948	1.0232146829359254	0.30233571886718796
244	0.3058718861209964	1.0116961610327024	0.30233571886718796
245	0.29989832231825114	0.9919381125125757	0.30233571886718796
246	0.2978393492628368	0.9851278915332978	0.30233571886718796
247	0.2979664463650229	0.9855482755443645	0.30233571886718796
248	0.3005083884087443	0.993955955765695	0.30233571886718796
249	0.3021860701576004	0.9995050247117732	0.30233571886718796
250	0.3050838840874428	1.00908978016409	0.30233571886718796
251	0.3010930350788002	0.995889722216601	0.30233571886718796
252	0.3019318759532283	0.9986642566896402	0.30233571886718796
253	0.30259278088459585	1.0008502535471862	0.30233571886718796
254	0.30099135739705135	0.9955534150077479	0.30233571886718796
255	0.2979410269445857	0.9854641987421513	0.30233571886718796
256	0.2902135231316726	0.9599048508693063	0.30233571886718796
257	0.29224707676664974	0.9666309950463708	0.30233571886718796
258	0.28800203355363496	0.9525901690767488	0.30233571886718796
259	0.2842399593289273	0.9401468023491797	0.30233571886718796
260	0.28235892221657344	0.933925118985395	0.30233571886718796
261	0.28485002541942045	0.942164645602299	0.30233571886718796
262	0.2826131164209456	0.9347658870075282	0.30233571886718796
263	0.2768174885612608	0.9155963761028946	0.30233571886718796
264	0.2791814946619217	0.9234155187087318	0.30233571886718796
265	0.2813421453990849	0.9305620468968628	0.30233571886718796
266	0.28268937468225724	0.935018117414168	0.30233571886718796
267	0.2875444839857651	0.9510767866369092	0.30233571886718796
268	0.2838332486019319	0.9388015735137667	0.30233571886718796
269	0.27943568886629383	0.9242562867308649	0.30233571886718796
270	0.2738942552109812	0.9059275438483645	0.30233571886718796
271	0.2668784951703101	0.882722346437492	0.30233571886718796
272	0.26093035078800203	0.8630483747195786	0.30233571886718796
273	0.2606253177427555	0.8620394530930191	0.30233571886718796
274	0.26207422470767666	0.8668318308191774	0.30233571886718796
275	0.2582104728012201	0.8540521568827549	0.30233571886718796
276	0.25937976614133196	0.857919689784567	0.30233571886718796
277	0.25989834815756035	0.859634942015337	0.30233571886718796
278	0.2590851334180432	0.8569451680694593	0.30233571886718796
