signal_label	target_label	source_label	integration	background_mean	background_left_limit	background_right_limit	central_bin	bin_size	reference_point_coverage	reference_point_relative	central_coverage	central_coverage_bin_min	central_coverage_bin_max	average_coverage	average_coverage_bin_min	average_coverage_bin_max	peak_length	peak_relative
MAYA_119_BL	GeneHancer_housekeeping	house_keeping_dataset	0.1682	1.0972614749023326	50	750	400	10	0.5403042876901798	0.5430336625711529	0.5371112428373839	397	403	0.7794526675061759	300	500	0.5569571872121528	0.45696633742884707
