signal_label	target_label	source_label	integration	background_mean	background_left_limit	background_right_limit	central_bin	bin_size	reference_point_coverage	reference_point_relative	central_coverage	central_coverage_bin_min	central_coverage_bin_max	average_coverage	average_coverage_bin_min	average_coverage_bin_max	peak_length	peak_relative
MAYA_119_BL	theRest_genes_GrepFile_rand2	random_dataset	0.2161	1.209560095716283	50	750	400	10	1.081947622679888	0.9257732898713165	1.082779412298863	397	403	1.1402900733508419	300	500	0.127612473036395	0.07422671012868354
