signal_label	target_label	source_label	integration	background_mean	background_left_limit	background_right_limit	central_bin	bin_size	reference_point_coverage	reference_point_relative	central_coverage	central_coverage_bin_min	central_coverage_bin_max	average_coverage	average_coverage_bin_min	average_coverage_bin_max	peak_length	peak_relative
MAYA_119_BL	CTCF	single_region_files	0.0687	1.1911506106887702	50	750	400	10	0.542251256281407	0.4731602706413588	0.5511471643933955	397	403	1.0328969869701368	300	500	0.6488993544073631	0.5268397293586412
