name	bin	coverage	relative	mean
bin_1	1	1.1541505257332596	1.1599807764374788	0.9949738385129752
bin_2	2	1.1506640841173215	1.1564767228825144	0.9949738385129752
bin_3	3	1.1607636967349197	1.1666273542123717	0.9949738385129752
bin_4	4	1.1821250691754288	1.1880966347237412	0.9949738385129752
bin_5	5	1.176978417266187	1.1829239842378412	0.9949738385129752
bin_6	6	1.1706142778085225	1.1765276960025888	0.9949738385129752
bin_7	7	1.1666021029330382	1.1724952534194948	0.9949738385129752
bin_8	8	1.1499446596568899	1.1557536642124422	0.9949738385129752
bin_9	9	1.141726618705036	1.1474941094043116	0.9949738385129752
bin_10	10	1.1440232429441062	1.1498023351587725	0.9949738385129752
bin_11	11	1.1616214720531268	1.1674894626266885	0.9949738385129752
bin_12	12	1.1566131710016603	1.1624558618850331	0.9949738385129752
bin_13	13	1.1545102379634753	1.1603423057725146	0.9949738385129752
bin_14	14	1.1635583840619812	1.169436159046113	0.9949738385129752
bin_15	15	1.1605976757055894	1.166460494519278	0.9949738385129752
bin_16	16	1.1523519645821805	1.1581731297622988	0.9949738385129752
bin_17	17	1.1377144438295517	1.1434616668212176	0.9949738385129752
bin_18	18	1.1418926397343663	1.1476609690974053	0.9949738385129752
bin_19	19	1.128693967902601	1.1343956234964683	0.9949738385129752
bin_20	20	1.115688987271721	1.121324947537474	0.9949738385129752
bin_21	21	1.10868843386829	1.1142890304786963	0.9949738385129752
bin_22	22	1.1055893746541228	1.1111743162076166	0.9949738385129752
bin_23	23	1.1048976203652463	1.1104790674863936	0.9949738385129752
bin_24	24	1.1128942999446596	1.1185161427037327	0.9949738385129752
bin_25	25	1.1159933591588267	1.1216308569748121	0.9949738385129752
bin_26	26	1.1070835639180963	1.1126760534454587	0.9949738385129752
bin_27	27	1.099501936912009	1.1050561274608535	0.9949738385129752
bin_28	28	1.0885445489762036	1.0940433877166793	0.9949738385129752
bin_29	29	1.0901494189263974	1.0956563647499171	0.9949738385129752
bin_30	30	1.097786386275595	1.1033319106322201	0.9949738385129752
bin_31	31	1.110403984504704	1.1160132473073296	0.9949738385129752
bin_32	32	1.1146375207526287	1.1202681694812149	0.9949738385129752
bin_33	33	1.1296347537354732	1.135341161757332	0.9949738385129752
bin_34	34	1.1259822910902049	1.131670248509274	0.9949738385129752
bin_35	35	1.1487825124515771	1.1545856463607873	0.9949738385129752
bin_36	36	1.1581350304371887	1.1639854090717239	0.9949738385129752
bin_37	37	1.15644714997233	1.1622890021919396	0.9949738385129752
bin_38	38	1.141726618705036	1.1474941094043116	0.9949738385129752
bin_39	39	1.1267570558937465	1.1324489270770437	0.9949738385129752
bin_40	40	1.108660763696735	1.1142612205298474	0.9949738385129752
bin_41	41	1.0970392916436082	1.1025810420132993	0.9949738385129752
bin_42	42	1.111289429994466	1.116903165670495	0.9949738385129752
bin_43	43	1.1214443829551743	1.1271094168980504	0.9949738385129752
bin_44	44	1.1366629773104593	1.1424048887649587	0.9949738385129752
bin_45	45	1.1315716657443275	1.1372878581767565	0.9949738385129752
bin_46	46	1.1232982844493635	1.1289726834709282	0.9949738385129752
bin_47	47	1.1179026009961262	1.123549743445388	0.9949738385129752
bin_48	48	1.1126729385722192	1.1182936631129414	0.9949738385129752
bin_49	49	1.1120641947980077	1.117681844238265	0.9949738385129752
bin_50	50	1.1236303265080243	1.1293064028571154	0.9949738385129752
bin_51	51	1.126950747094632	1.1326435967189863	0.9949738385129752
bin_52	52	1.1251798561151078	1.130863759992655	0.9949738385129752
bin_53	53	1.1201992252351964	1.1258579691998487	0.9949738385129752
bin_54	54	1.1179026009961262	1.123549743445388	0.9949738385129752
bin_55	55	1.1172938572219149	1.1229379245707118	0.9949738385129752
bin_56	56	1.1276425013835085	1.1333388454402094	0.9949738385129752
bin_57	57	1.13049252905368	1.1362032701716485	0.9949738385129752
bin_58	58	1.134338682899834	1.1400688530616492	0.9949738385129752
bin_59	59	1.1388489208633092	1.1446018747240236	0.9949738385129752
bin_60	60	1.1335915882678473	1.1393179844427281	0.9949738385129752
bin_61	61	1.130879911455451	1.1365926094555336	0.9949738385129752
bin_62	62	1.1340896513558385	1.1398185635220088	0.9949738385129752
