name	bin	coverage	relative	mean
bin_1	1	1.1966921119592875	1.0239549218727602	1.1686960884670587
bin_2	2	1.186437659033079	1.015180653671299	1.1686960884670587
bin_3	3	1.1710178117048347	1.0019865928026004	1.1686960884670587
bin_4	4	1.168269720101781	0.9996351760141193	1.1686960884670587
bin_5	5	1.1659796437659034	0.9976756620237187	1.1686960884670587
bin_6	6	1.1599236641221373	0.9924938361379921	1.1686960884670587
bin_7	7	1.14941475826972	0.9835018441598197	1.1686960884670587
bin_8	8	1.1596692111959288	0.992276112361281	1.1686960884670587
bin_9	9	1.1637404580152673	0.9957596927886602	1.1686960884670587
bin_10	10	1.1566157760814249	0.9896634270407465	1.1686960884670587
bin_11	11	1.1451908396946564	0.9798876294664138	1.1686960884670587
bin_12	12	1.1422391857506362	0.977362033656564	1.1686960884670587
bin_13	13	1.1545801526717556	0.9879216368270569	1.1686960884670587
bin_14	14	1.153027989821883	0.9865935217891187	1.1686960884670587
bin_15	15	1.1549872773536896	0.9882699948697949	1.1686960884670587
bin_16	16	1.1639949109414758	0.9959774165653713	1.1686960884670587
bin_17	17	1.1695928753180662	1.0007673396530177	1.1686960884670587
bin_18	18	1.1828753180661578	1.0121325207973422	1.1686960884670587
bin_19	19	1.201857506361323	1.0283747145399973	1.1686960884670587
bin_20	20	1.206005089058524	1.0319236121003899	1.1686960884670587
bin_21	21	1.2089821882951655	1.034470980287911	1.1686960884670587
bin_22	22	1.1951145038167938	1.0226050344571507	1.1686960884670587
bin_23	23	1.194503816793893	1.0220824973930438	1.1686960884670587
bin_24	24	1.1957506361323156	1.0231493438989288	1.1686960884670587
bin_25	25	1.2049872773536896	1.0310527169935453	1.1686960884670587
bin_26	26	1.2238931297709923	1.047229593603187	1.1686960884670587
bin_27	27	1.238142493638677	1.0594221250990141	1.1686960884670587
bin_28	28	1.2395165394402035	1.0605978334932546	1.1686960884670587
bin_29	29	1.2502290076335878	1.069764004492796	1.1686960884670587
bin_30	30	1.263765903307888	1.0813469094138317	1.1686960884670587
bin_31	31	1.26852417302799	1.0854183440383312	1.1686960884670587
bin_32	32	1.2534860050890586	1.0725508688346994	1.1686960884670587
bin_33	33	1.2474554707379135	1.067390815326644	1.1686960884670587
bin_34	34	1.249618320610687	1.0692414674286892	1.1686960884670587
bin_35	35	1.2544783715012722	1.073399991563873	1.1686960884670587
bin_36	36	1.2556234096692112	1.0743797485590734	1.1686960884670587
bin_37	37	1.266793893129771	1.0839378223566951	1.1686960884670587
bin_38	38	1.2612977099236642	1.0792349887797332	1.1686960884670587
bin_39	39	1.260025445292621	1.0781463698961773	1.1686960884670587
bin_40	40	1.2565139949109414	1.0751417817775626	1.1686960884670587
bin_41	41	1.2520101781170483	1.0712880709297743	1.1686960884670587
bin_42	42	1.2584223918575064	1.0767747101028966	1.1686960884670587
bin_43	43	1.2451653944020356	1.065431301336243	1.1686960884670587
bin_44	44	1.2317048346055979	1.0539137135482208	1.1686960884670587
bin_45	45	1.2259033078880408	1.0489496114392056	1.1686960884670587
bin_46	46	1.2217557251908397	1.045400713878813	1.1686960884670587
bin_47	47	1.218854961832061	1.0429186628243055	1.1686960884670587
bin_48	48	1.2121882951653944	1.037214299874472	1.1686960884670587
bin_49	49	1.2072010178117047	1.0329469138509326	1.1686960884670587
bin_50	50	1.2043511450381679	1.0305084075517672	1.1686960884670587
bin_51	51	1.2026972010178116	1.0290932030031443	1.1686960884670587
bin_52	52	1.1924173027989822	1.020297162424012	1.1686960884670587
bin_53	53	1.186005089058524	1.0148105232508897	1.1686960884670587
bin_54	54	1.1803562340966922	1.0099770554079013	1.1686960884670587
bin_55	55	1.1835114503816795	1.0126768302391203	1.1686960884670587
bin_56	56	1.184173027989822	1.0132429120585693	1.1686960884670587
bin_57	57	1.1884478371501273	1.0169006715073174	1.1686960884670587
bin_58	58	1.1880661577608143	1.0165740858422505	1.1686960884670587
bin_59	59	1.1954961832061068	1.0229316201222176	1.1686960884670587
bin_60	60	1.2214503816793894	1.0451394453467597	1.1686960884670587
bin_61	61	1.2175826972010177	1.0418300439407493	1.1686960884670587
bin_62	62	1.2050636132315522	1.0311180341265587	1.1686960884670587
bin_63	63	1.210407124681934	1.0356902334374938	1.1686960884670587
bin_64	64	1.2082442748091604	1.0338395813354486	1.1686960884670587
bin_65	65	1.2076081424936387	1.0332952718936705	1.1686960884670587
bin_66	66	1.210788804071247	1.0360168191025605	1.1686960884670587
bin_67	67	1.2085241730279899	1.034079077489831	1.1686960884670587
bin_68	68	1.2182188295165395	1.0423743533825274	1.1686960884670587
bin_69	69	1.214173027989822	1.0389125453328194	1.1686960884670587
bin_70	70	1.2125445292620864	1.0375191131618677	1.1686960884670587
bin_71	71	1.2193638676844785	1.043354110377728	1.1686960884670587
bin_72	72	1.2192875318066159	1.0432887932447146	1.1686960884670587
bin_73	73	1.2140458015267175	1.0388036834444638	1.1686960884670587
bin_74	74	1.2101017811704835	1.0354289649054402	1.1686960884670587
bin_75	75	1.2063358778625954	1.0322066530101146	1.1686960884670587
bin_76	76	1.1939694656488549	1.0216252774619503	1.1686960884670587
bin_77	77	1.1933587786259543	1.0211027403978437	1.1686960884670587
bin_78	78	1.2084478371501273	1.0340137603568176	1.1686960884670587
